001##01 阿含部類 T01-02,25,33
001001##0001-25 長阿含經類 T01
001001001##0001 長阿含經(22卷)
010001009013002##1161 佛說觀藥王藥上二菩薩經(1卷)
010001009014##1162-65 持世陀羅尼
010001009014001##1162 持世陀羅尼經(1卷)
010001009014002##1163 佛說雨寶陀羅尼經(1卷)
010001009014003##1164 佛說大乘聖吉祥持世陀羅尼經(1卷)
010001009014004##1165 聖持世陀羅尼經(1卷)
010001009015##1166 馬鳴菩薩大神力無比驗法念誦軌儀(1卷)
010001009016##1167-68 八大菩薩曼荼羅
010001009016001##1167 八大菩薩曼荼羅經(1卷)
010001009016002##1168A 佛說大乘八大曼拏羅經(1卷)
010001009016003##1168B 八曼荼羅經(1卷)
010001009017##1169 佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經(4卷)
010001009018##1170 佛說金剛香菩薩大明成就儀軌經(3卷)
010001009019##1171-98 文殊菩薩儀軌
010001009019001##1171 金剛頂經瑜伽文殊師利菩薩法(1卷)
010001009019002##1172 金剛頂超勝三界經說文殊五字真言勝相(1卷)
010001009019003##1173 金剛頂經曼殊室利菩薩五字心陀羅尼品(1卷)
010001009019004##1174 五字陀羅尼頌(1卷)
010001009019005##1175 金剛頂經瑜伽文殊師利菩薩供養儀軌(1卷)
010001009019006##1176 曼殊室利童子菩薩五字瑜伽法(1卷)
010001009019007##1177A 大乘瑜伽金剛性海曼殊室利千臂千&CB00425;大教王經(10卷)
010001009019008##1177B 千&CB00425;文殊一百八名讚(1卷)
010001009019009##1178 文殊菩薩獻佛陀羅尼名烏蘇吒(1卷)
010001009019010##1179 文殊師利菩薩六字&CB00057;功能法經(1卷)
010001009019011##1180 六字神&CB00057;經(1卷)
010001009019012##1181 大方廣菩薩藏經中文殊師利根本一字陀羅尼經(1卷)
010001009019013##1182 曼殊室利菩薩&CB00057;藏中一字&CB00057;王經(1卷)
010001009019014##1183 一髻文殊師利童子陀羅尼念誦儀軌(1卷)
010001009019015##1184 大聖妙吉祥菩薩祕密八字陀羅尼修行曼荼羅次第儀軌法(1卷)
010001009019016##1185A 佛說文殊師利法寶藏陀羅尼經(1卷)
010001009019017##1185B 文殊師利寶藏陀羅尼經(1卷)
010001009019018##1186 佛說妙吉祥菩薩陀羅尼(1卷)
010001009019019##1187 佛說最勝妙吉祥根本智最上祕密一切名義三摩地分(2卷)
010001009019020##1188 文殊所說最勝名義經(2卷)
010001009019021##1189 佛說文殊菩薩最勝真實名義經(1卷)
010001009019022##1190 聖妙吉祥真實名經(1卷)
010001009019023##1191 大方廣菩薩藏文殊師利根本儀軌經(20卷)
010001009019024##1192 妙吉祥平等祕密最上觀門大教王經(5卷)
010001009019025##1193 妙吉祥平等瑜伽祕密觀身成佛儀軌(1卷)
010001009019026##1194 妙吉祥平等觀門大教王經略出護摩儀(1卷)
010001009019027##1195 大聖文殊師利菩薩讚佛法身禮(1卷)
010001009019028##1196 曼殊室利菩薩吉祥伽陀(1卷)
010001009019029##1197 佛說文殊師利一百八名梵讚(1卷)
010001009019030##1198 聖者文殊師利發菩提心願文(1卷)
010001010##1199-1420 陀羅尼經典 T21
010001010001##1199-1205 明王部不動法儀軌
010001010001001##1199 金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品(1卷)
010001010001002##1200 底哩三昧耶不動尊威怒王使者念誦法(1卷)
010001010001003##1201 底哩三昧耶不動尊聖者念誦祕密法(3卷)
010001010001004##1202 不動使者陀羅尼祕密法(1卷)
010001010001005##1203 聖無動尊安鎮家國等法(1卷)
010001010001006##1204 聖無動尊一字出生八大童子祕要法品(1卷)
010001010001007##1205 勝軍不動明王四十八使者祕密成就儀軌(1卷)
010001010002##1206-08 俱利伽羅法
010001010002001##1206 佛說俱利伽羅大龍勝外道伏陀羅尼經(1卷)
010001010002002##1207 說矩里迦龍王像法(1卷)
010001010002003##1208 俱力迦羅龍王儀軌(1卷)
010001010003##1209-10 降三世法
010001010003001##1209 金剛頂瑜伽降三世成就極深密門(1卷)
010001010003002##1210 降三世忿怒明王念誦儀軌(1卷)
010001010004##1211-13 軍荼利法
010001010004001##1211 甘露軍荼利菩薩供養念誦成就儀軌(1卷)
010001010004002##1212 西方陀羅尼藏中金剛族阿蜜哩多軍吒利法(1卷)
010001010004003##1213 千臂軍荼利梵字真言(1卷)
010001010005##1214-19 大威德法
010001010005001##1214 聖閻曼德迦威怒王立成大神驗念誦法(1卷)
010001010005002##1215 大乘方廣曼殊室利菩薩華嚴本教閻曼德迦忿怒王真言大威德儀軌品(1卷)
010001010005003##1216 大方廣曼殊室利童真菩薩華嚴本教讚閻曼德迦忿怒王真言阿毘遮嚕迦儀軌品(1卷)
010001010005004##1217 佛說妙吉祥最勝根本大教經(3卷)
010001010005005##1218 文殊師利耶曼德迦&CB00057;法(1卷)
010001010005006##1219 曼殊室利焰曼德迦萬愛祕術如意法(1卷)
010001010006##1220-21 金剛藥叉法
010001010006001##1220 金剛藥叉瞋怒王息災大威神驗念誦儀軌(1卷)
010001010006002##1221 青色大金剛藥叉辟鬼魔法(1卷)
010001010007##1222-24 金剛童子菩薩儀軌
010001010007001##1222a 聖迦柅忿怒金剛童子菩薩成就儀軌經(3卷)
010001010007002##1222b 聖迦柅忿怒金剛童子菩薩成就儀軌經(3卷)
010001010007003##1223 佛說無量壽佛化身大忿迅俱摩羅金剛念誦瑜伽儀軌法(1卷)
010001010007004##1224 金剛童子持念經(1卷)
010001010008##1225-27 烏樞瑟摩法
010001010008001##1225 大威怒烏芻&CB00612;麼儀軌經(1卷)
010001010008002##1226 烏芻&CB00612;明王儀軌梵字(1卷)
010001010008003##1227 大威力烏樞瑟摩明王經(3卷)
010001010009##1228-29 穢跡金剛法
010001010009001##1228 穢跡金剛說神通大滿陀羅尼法術靈要門(1卷)
010001010009002##1229 穢跡金剛禁百變法經(1卷)
010001010010##1230-31 大輪金剛法
010001010010001##1230 佛說大輪金剛總持陀羅尼經(1卷)
010001010010002##1231 大輪金剛修行悉地成就及供養法(1卷)
010001010010003##1232 播般曩結使波金剛念誦儀(1卷)
010001010011##1233-36 無能勝除障法
010001010011001##1233 佛說無能勝大明王陀羅尼經(1卷)
010001010011002##1234 無能勝大明陀羅尼經(1卷)
010001010011003##1235 無能勝大明心陀羅尼經(1卷)
010001010011004##1236 聖無能勝金剛火陀羅尼經(1卷)
010001010012##1237-40 大元帥法
010001010012001##1237 阿吒婆拘鬼神大將上佛陀羅尼神&CB00057;經(1卷)
010001010012002##1238 阿吒婆&CB00211;鬼神大將上佛陀羅尼經(1卷)
010001010012003##1239 阿吒薄俱元帥大將上佛陀羅尼經修行儀軌(3卷)
010001010012004##1240 阿吒薄&CB00211;付囑&CB00057;(1卷)
010001010013##1241 伽馱金剛真言(1卷)
010001010014##1242 佛說妙吉祥瑜伽大教金剛陪囉&CB00085;輪觀想成就儀軌經(1卷)
010001010015##1243 佛說出生一切如來法眼遍照大力明王經(2卷)
010001010016##1244-50 毘沙門天儀軌
010001010016001##1244 毘沙門天王經(1卷)
010001010016002##1245 佛說毘沙門天王經(1卷)
010001010016003##1246 摩訶吠室囉末那野提婆喝囉闍陀羅尼儀軌(1卷)
010001010016004##1247 北方毘沙門天王隨軍護法儀軌(1卷)
010001010016005##1248 北方毘沙門天王隨軍護法真言(1卷)
010001010016006##1249 毘沙門儀軌(1卷)
010001010016007##1250 北方毘沙門多聞寶藏天王神妙陀羅尼別行儀軌(1卷)
010001010017##1251 吽迦陀野儀軌(3卷)
010001010018##1252-53 吉祥天女法
010001010018001##1252a 佛說大吉祥天女十二名號經(1卷)
010001010018002##1252b 佛說大吉祥天女十二名號經(1卷)
010001010018003##1253 大吉祥天女十二契一百八名無垢大乘經(1卷)
010001010019##1254-59 摩利支天法
010001010019001##1254 末利支提婆華鬘經(1卷)
010001010019002##1255a 佛說摩利支天菩薩陀羅尼經(1卷)
010001010019003##1255b 佛說摩利支天經(1卷)
010001010019004##1256 佛說摩利支天陀羅尼&CB00057;經(1卷)
010001010019005##1257 佛說大摩里支菩薩經(7卷)
010001010019006##1258 摩利支菩薩略念誦法(1卷)
010001010019007##1259 摩利支天一印法(1卷)
010001010020##1260-63 鬼子母神法
010001010020001##1260 大藥叉女歡喜母并愛子成就法(1卷)
010001010020002##1261 訶利帝母真言經(1卷)
010001010020003##1262 佛說鬼子母經(1卷)
010001010020004##1263 &CB00457;揭羅天童子經(1卷)
010001010021##1264-65 常瞿利法
010001010021001##1264a 觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經(1卷)
010001010021002##1264b 佛說穰麌梨童女經(1卷)
010001010021003##1265 佛說常瞿利毒女陀羅尼&CB00057;經(1卷)
010001010022##1266-75 歡喜天法
010001010022001##1266 大聖天歡喜雙身毘那夜迦法(1卷)
010001010022002##1267 使&CB00057;法經(1卷)
010001010022003##1268 大使&CB00057;法經(1卷)
010001010022004##1269 佛說金色迦那&CB00425;底陀羅尼經(1卷)
010001010022005##1270 大聖歡喜雙身大自在天毘那夜迦王歸依念誦供養法(1卷)
010001010022006##1271 摩訶毘盧遮那如來定惠均等入三昧耶身雙身大聖歡喜天菩薩修行祕密法儀軌(1卷)
010001010022007##1272 金剛薩埵說頻那夜迦天成就儀軌經(4卷)
010001010022008##1273 毘那夜迦&CB00344;那&CB00425;底瑜伽悉地品祕要(1卷)
010001010022009##1274 大聖歡喜雙身毘那夜迦天形像品儀軌(1卷)
010001010022010##1275 聖歡喜天式法(1卷)
010001010023##1276 文殊師利菩薩根本大教王經金翅鳥王品(1卷)
010001010024##1277 速疾立驗魔醯首羅天說阿尾奢法(1卷)
010001010025##1278 迦樓羅及諸天密言經(1卷)
010001010026##1279-80 摩醯首羅天法
010001010026001##1279 摩醯首羅天法要(1卷)
010001010026002##1280 摩醯首羅大自在天王神通化生伎藝天女念誦法(1卷)
010001010027##1281 那羅延天共阿修羅王&CB00508;戰法(1卷)
010001010028##1282 寶藏天女陀羅尼法(1卷)
010001010029##1283 佛說寶藏神大明曼拏羅儀軌經(2卷)
010001010030##1284 佛說聖寶藏神儀軌經(2卷)
010001010031##1285 佛說寶賢陀羅尼經(1卷)
010001010032##1286 堅牢地天儀軌(1卷)
010001010033##1287 大黑天神法(1卷)
010001010034##1288 佛說最上祕密那拏天經(3卷)
010001010035##1289 佛說金毘羅童子威德經(1卷)
010001010036##1290 焰羅王供行法次第(1卷)
010001010037##1291 深沙大將儀軌(1卷)
010001010038##1292 法華十羅剎法(1卷)
010001010039##1293 般若守護十六善神王形體(1卷)
010001010040##1294-98 諸天供養儀軌
010001010040001##1294 施八方天儀則(1卷)
010001010040002##1295 供養護世八天法(1卷)
010001010040003##1296 十天儀軌(1卷)
010001010040004##1297 供養十二大威德天報恩品(1卷)
010001010040005##1298 十二天供儀軌(1卷)
010001010041##1299-1312 宿曜吉凶法
010001010041001##1299 文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經(2卷)
010001010041002##1300 摩登伽經(2卷)
010001010041003##1301 舍頭諫太子二十八宿經(1卷)
010001010041004##1302 諸星母陀羅尼經(1卷)
010001010041005##1303 佛說聖曜母陀羅尼經(1卷)
010001010041006##1304 宿曜儀軌(1卷)
010001010041007##1305 北斗七星念誦儀軌(1卷)
010001010041008##1306 北斗七星護摩祕要儀軌(1卷)
010001010041009##1307 佛說北斗七星延命經(1卷)
010001010041010##1308 七曜攘災決(2卷)
010001010041011##1309 七曜星辰別行法(1卷)
010001010041012##1310 北斗七星護摩法(1卷)
010001010041013##1311 梵天火羅九曜(1卷)
010001010041014##1312 難&CB00135;計濕&CB00085;囉天說支輪經(1卷)
010001010042##1313-22 施焰口餓鬼法
010001010042001##1313 佛說救拔焰口餓鬼陀羅尼經(1卷)
010001010042002##1314 佛說救面然餓鬼陀羅尼神&CB00057;經(1卷)
010001010042003##1315 施諸餓鬼飲食及水法(1卷)
010001010042004##1316 佛說甘露經陀羅尼&CB00057;(1卷)
010001010042005##1317 甘露陀羅尼&CB00057;(1卷)
010001010042006##1318 瑜伽集要救阿難陀羅尼焰口軌儀經(1卷)
010001010042007##1319 瑜伽集要焰口施食起教阿難陀緣由(1卷)
010001010042008##1320 瑜伽集要焰口施食儀(1卷)
010001010042009##1321 佛說施餓鬼甘露味大陀羅尼經(1卷)
010001010042010##1322 新集浴像儀軌(1卷)
010001010043##1323-30 醫療陀羅尼法
010001010043001##1323 除一切疾病陀羅尼經(1卷)
010001010043002##1324 能淨一切眼疾病陀羅尼經(1卷)
010001010043003##1325 佛說療痔病經(1卷)
010001010043004##1326 佛說&CB00057;時氣病經(1卷)
010001010043005##1327 佛說&CB00057;齒經(1卷)
010001010043006##1328 佛說&CB00057;目經(1卷)
010001010043007##1329 佛說&CB00057;小兒經(1卷)
010001010043008##1330 囉&CB00085;拏說救療小兒疾病經(1卷)
010001010044##1331-1417 諸陀羅尼法
010001010044001##1331 佛說灌頂經(12卷)
010001010044002##1332 七佛八菩薩所說大陀羅尼神&CB00057;經(4卷)
010001010044003##1333-34 七佛陀羅尼&CB00057;經
010001010044003001##1333 虛空藏菩薩問七佛陀羅尼&CB00057;經(1卷)
010001010044003002##1334 如來方便善巧&CB00057;經(1卷)
010001010044004##1335 大吉義神&CB00057;經(4卷)
010001010044005##1336 陀羅尼雜集(10卷)
010001010044006##1337 種種雜&CB00057;經(1卷)
010001010044007##1338 &CB00057;三首經(1卷)
010001010044008##1339 大方等陀羅尼經(4卷)
010001010044009##1340 大法炬陀羅尼經(20卷)
010001010044010##1341 大威德陀羅尼經(20卷)
010001010044011##1342 佛說無崖際總持法門經(1卷)
010001010044012##1343 尊勝菩薩所問一切諸法入無量門陀羅尼經(1卷)
010001010044013##1344 金剛上味陀羅尼經(1卷)
010001010044014##1345 金剛場陀羅尼經(1卷)
010001010044015##1346 諸佛集會陀羅尼經(1卷)
010001010044016##1347 息除中夭陀羅尼經(1卷)
010001010044017##1348-49 佛名除障滅罪法
010001010044017001##1348 佛說十二佛名神&CB00057;校量功德除障滅罪經(1卷)
010001010044017002##1349 佛說稱讚如來功德神&CB00057;經(1卷)
010001010044018##1350 佛說一切如來名號陀羅尼經(1卷)
010001010044019##1351-55 持句神&CB00057;經
010001010044019001##1351 佛說持句神&CB00057;經(1卷)
010001010044019002##1352 佛說陀&CB00444;尼&CB00425;經(1卷)
010001010044019003##1353 東方最勝燈王陀羅尼經(1卷)
010001010044019004##1354 東方最勝燈王如來經(1卷)
010001010044019005##1355 佛說聖最上燈明如來陀羅尼經(1卷)
010001010044020##1356-59 華積陀羅尼法
010001010044020001##1356 佛說華積陀羅尼神&CB00057;經(1卷)
010001010044020002##1357 佛說師子奮迅菩薩所問經(1卷)
010001010044020003##1358 佛說花聚陀羅尼&CB00057;經(1卷)
010001010044020004##1359 佛說花積樓閣陀羅尼經(1卷)
010001010044021##1360-61 六門陀羅尼經
010001010044021001##1360 六門陀羅尼經(1卷)
010001010044021002##1361 六門陀羅尼經論(1卷)
010001010044022##1362 佛說善夜經(1卷)
010001010044023##1363-64 勝幢臂印陀羅尼經
010001010044023001##1363 勝幢臂印陀羅尼經(1卷)
010001010044023002##1364 妙臂印幢陀羅尼經(1卷)
010001010044024##1365-66 八名普密陀羅尼經
010001010044024001##1365 八名普密陀羅尼經(1卷)
010001010044024002##1366 佛說祕密八名陀羅尼經(1卷)
010001010044025##1367 佛說大普賢陀羅尼經(1卷)
010001010044026##1368 佛說大七寶陀羅尼經(1卷)
010001010044027##1369a 百千印陀羅尼經(1卷)
010001010044028##1369b 百千印陀羅尼經(1卷)
010001010044029##1370 佛說持明藏八大總持王經(1卷)
010001010044030##1371 佛說聖大總持王經(1卷)
010001010044031##1372 增慧陀羅尼經(1卷)
010001010044032##1373 佛說施一切無畏陀羅尼經(1卷)
010001010044033##1374 佛說一切功德莊嚴王經(1卷)
010001010044034##1375 佛說莊嚴王陀羅尼&CB00057;經(1卷)
010001010044035##1376 佛說聖莊嚴陀羅尼經(2卷)
010001010044036##1377 佛說寶帶陀羅尼經(1卷)
010001010044037##1378a 佛說玄師&CB02664;陀所說神&CB00057;經(1卷)
010001010044038##1378b 幻師&CB02664;陀神&CB00057;經(1卷)
010001010044039##1379 佛說大愛陀羅尼經(1卷)
010001010044040##1380 佛說善樂長者經(1卷)
010001010044041##1381 佛說大吉祥陀羅尼經(1卷)
010001010044042##1382 佛說宿命智陀羅尼(1卷)
010001010044043##1383 佛說宿命智陀羅尼經(1卷)
010001010044044##1384 佛說&CB00425;蘭那賒&CB00085;哩大陀羅尼經(1卷)
010001010044045##1385 佛說俱枳羅陀羅尼經(1卷)
010001010044046##1386 佛說妙色陀羅尼經(1卷)
010001010044047##1387 佛說栴檀香身陀羅尼經(1卷)
010001010044048##1388 佛說無畏陀羅尼經(1卷)
010001010044049##1389 佛說無量壽大智陀羅尼(1卷)
010001010044050##1390 佛說洛叉陀羅尼經(1卷)
010001010044051##1391 佛說檀特羅麻油述經(1卷)
010001010044052##1392 大寒林聖難拏陀羅尼經(1卷)
010001010044053##1393 佛說摩尼羅亶經(1卷)
010001010044054##1394 佛說安宅神&CB00057;經(1卷)
010001010044055##1395 拔濟苦難陀羅尼經(1卷)
010001010044056##1396 佛說拔除罪障&CB00057;王經(1卷)
010001010044057##1397 智炬陀羅尼經(1卷)
010001010044058##1398 佛說智光滅一切業障陀羅尼經(1卷)
010001010044059##1399 佛說滅除五逆罪大陀羅尼經(1卷)
010001010044060##1400 佛說消除一切災障寶髻陀羅尼經(1卷)
010001010044061##1401 佛說大金剛香陀羅尼經(1卷)
010001010044062##1402 消除一切閃電障難隨求如意陀羅尼經(1卷)
010001010044063##1403 佛說如意摩尼陀羅尼經(1卷)
010001010044064##1404 佛說如意寶總持王經(1卷)
010001010044065##1405 佛說息除賊難陀羅尼經(1卷)
010001010044066##1406 佛說辟除賊害&CB00057;經(1卷)
010001010044067##1407 佛說辟除諸惡陀羅尼經(1卷)
010001010044068##1408 佛說最上意陀羅尼經(1卷)
010001010044069##1409 佛說聖最勝陀羅尼經(1卷)
010001010044070##1410 佛說勝幡瓔珞陀羅尼經(1卷)
010001010044071##1411 佛說蓮華眼陀羅尼經(1卷)
010001010044072##1412 佛說寶生陀羅尼經(1卷)
010001010044073##1413 佛說尊勝大明王經(1卷)
010001010044074##1414 佛說金身陀羅尼經(1卷)
010001010044075##1415 大金剛妙高山樓閣陀羅尼(1卷)
010001010044076##1416 金剛摧碎陀羅尼(1卷)
010001010044077##1417 佛說壞相金剛陀羅尼經(1卷)
010001010045##1418-19 造像儀軌
010001010045001##1418 佛說一切如來安像三昧儀軌經(1卷)
010001010045002##1419 佛說造像量度經解(1卷)
010001010046##1420 龍樹五明論(2卷)
010002##T39 密教疏
010002001##1796 大毘盧遮那成佛經疏(20卷)
010002002##1797 大毘盧遮那經供養次第法疏(2卷)
010002003##1798 金剛頂經大瑜伽祕密心地法門義訣(1卷)
010002004##1799 首楞嚴義疏注經(20卷)
010002005##1800 請觀音經疏(1卷)
010002006##1801 請觀音經疏闡義鈔(4卷)
010002007##1802 十一面神&CB00057;心經義疏(1卷)
010002008##1803 佛頂尊勝陀羅尼經教跡義記(2卷)
010003##T46 密宗
010003001##1952 觀自在菩薩如意輪&CB00057;課法(1卷)
010003002##1953 菩提心義(1卷)
010003003##1954 明佛法根本碑(1卷)
010003004##1955 顯密圓通成佛心要集(2卷)
010003005##1956 密&CB00057;圓因往生集(1卷)
011##11 律部類 T22-24,40a,45,85
011001##T22-24 律部／疏 T40a,85
011001001##1421-83 聲聞律藏 T22-24
011001001001##1421-64 聲聞律典 T22-24
011001001001001##1421 彌沙塞部和醯五分律(30卷)
011001001001002##1422a 彌沙塞五分戒本(1卷)
011001001001003##1422b 五分戒本(1卷)
011001001001004##1423 五分比丘尼戒本(1卷)
011001001001005##1424 彌沙塞羯磨本(1卷)
011001001001006##1425 摩訶僧祇律(40卷)
011001001001007##1426 摩訶僧祇律大比丘戒本(1卷)
011001001001008##1427 摩訶僧祇比丘尼戒本(1卷)
011001001001009##1428 四分律(60卷)
011001001001010##1429 四分律比丘戒本(1卷)
011001001001011##1430 四分僧戒本(1卷)
011001001001012##1431 四分比丘尼戒本(1卷)
011001001001013##1432 曇無德律部雜羯磨(1卷)
011001001001014##1433 羯磨(1卷)
011001001001015##1434 四分比丘尼羯磨法(1卷)
011001001001016##1435 十誦律(61卷)
011001001001017##1436 十誦比丘波羅提木叉戒本(1卷)
011001001001018##1437 十誦比丘尼波羅提木叉戒本(1卷)
011001001001019##1438 大沙門百一羯磨法(1卷)
011001001001020##1439 十誦羯磨比丘要用(1卷)
011001001001021##1440 薩婆多毘尼毘婆沙(9卷)
011001001001022##1441 薩婆多部毘尼摩得勒伽(10卷)
011001001001023##1442 根本說一切有部毘奈耶(50卷)
011001001001024##1443 根本說一切有部苾芻尼毘奈耶(20卷)
011001001001025##1444 根本說一切有部毘奈耶出家事(4卷)
011001001001026##1445 根本說一切有部毘奈耶安居事(1卷)
011001001001027##1446 根本說一切有部毘奈耶隨意事(1卷)
011001001001028##1447 根本說一切有部毘奈耶皮革事(2卷)
011001001001029##1448 根本說一切有部毘奈耶藥事(18卷)
011001001001030##1449 根本說一切有部毘奈耶羯恥那衣事(1卷)
011001001001031##1450 根本說一切有部毘奈耶破僧事(20卷)
011001001001032##1451 根本說一切有部毘奈耶雜事(40卷)
011001001001033##1452 根本說一切有部尼陀那目得迦(10卷)
011001001001034##1453 根本說一切有部百一羯磨(10卷)
011001001001035##1454 根本說一切有部戒經(1卷)
011001001001036##1455 根本說一切有部苾芻尼戒經(1卷)
011001001001037##1456 根本說一切有部毘奈耶尼陀那目得迦攝頌(1卷)
011001001001038##1457 根本說一切有部略毘奈耶雜事攝頌(1卷)
011001001001039##1458 根本薩婆多部律攝(14卷)
011001001001040##1459 根本說一切有部毘奈耶頌(3卷)
011001001001041##1460 解脫戒經(1卷)
011001001001042##1461 律二十二明了論(1卷)
011001001001043##1462 善見律毘婆沙(18卷)
011001001001044##1463 毘尼母經(8卷)
011001001001045##1464 鼻奈耶(10卷)
011001001002##1465-83 戒律小經 T24
011001001002001##1465 舍利弗問經(1卷)
011001001002002##1466 優波離問佛經(1卷)
011001001002003##1467a 佛說犯戒罪報輕重經(1卷)
011001001002004##1467b 佛說犯戒罪報輕重經(1卷)
011001001002005##1468 佛說目連所問經(1卷)
011001001002006##1469 佛說迦葉禁戒經(1卷)
011001001002007##1470 大比丘三千威儀(2卷)
011001001002008##1471 沙彌十戒法并威儀(1卷)
011001001002009##1472 沙彌威儀(1卷)
011001001002010##1473 佛說沙彌十戒儀則經(1卷)
011001001002011##1474 沙彌尼戒經(1卷)
011001001002012##1475 沙彌尼離戒文(1卷)
011001001002013##1476 佛說優婆塞五戒相經(1卷)
011001001002014##1477 佛說戒消災經(1卷)
011001001002015##1478 大愛道比丘尼經(2卷)
011001001002016##1479 佛說苾芻五法經(1卷)
011001001002017##1480 佛說苾芻迦尸迦十法經(1卷)
011001001002018##1481 佛說五恐怖世經(1卷)
011001001002019##1482 佛阿毘曇經出家相品(2卷)
011001001002020##1483a 佛說目連問戒律中五百輕重事(1卷)
011001001002021##1483b 佛說目連問戒律中五百輕重事經(2卷)
011001002##1484-1504 菩薩戒藏 T24／疏 T40a,85
011001002001##1484 梵網經 T24／疏 T40,85
011001002001001##1484 梵網經(2卷)
011001002001002##1811-15 梵網經疏 T40a
011001002001002001##1811 菩薩戒義疏(2卷)
011001002001002002##1812 天台菩薩戒疏(3卷)
011001002001002003##1813 梵網經菩薩戒本疏(6卷)
011001002001002004##1814 菩薩戒本疏(3卷)
011001002001002005##1815 梵網經古跡記(3卷)
011001002001003##2797 梵網經述記卷第一 1卷 T85
011001002002##1485 瓔珞經 T24／疏 T85
011001002002001##1485 菩薩瓔珞本業經(2卷)
011001002002002##2798 本業瓔珞經疏 1卷
011001002003##1486 受十善戒經(1卷)
011001002004##1487 佛說菩薩內戒經(1卷)
011001002005##1488 優婆塞戒經(7卷)
011001002006##1489 清淨毘尼方廣經(1卷)
011001002007##1490 寂調音所問經(1卷)
011001002008##1491 菩薩藏經(1卷)
011001002009##1492 佛說舍利弗悔過經(1卷)
011001002010##1493 大乘三聚懺悔經(1卷)
011001002011##1494 佛說淨業障經(1卷)
011001002012##1495 善恭敬經(1卷)
011001002013##1496 佛說正恭敬經(1卷)
011001002014##1497 佛說大乘戒經(1卷)
011001002015##1498 佛說八種長養功德經(1卷)
011001002016##1499 菩薩戒羯磨文(1卷)
011001002017##1500 菩薩戒本(1卷)
011001002018##1501 菩薩戒本(1卷)
011001002019##1502 菩薩受齋經(1卷)
011001002020##1503 優婆塞五戒威儀經(1卷)
011001002021##1504 菩薩五法懺悔文(1卷)
011002##T40a,85 四分律疏
011002001##1804 四分律刪繁補闕行事鈔(12卷)
011002002##1805 四分律行事鈔資持記(16卷)
011002003##1806 四分律比丘含注戒本(3卷)
011002004##1807 四分比丘戒本疏(2卷)
011002005##1808 四分律刪補隨機羯磨(2卷)
011002006##1809 僧羯磨(3卷)
011002007##1810 尼羯磨(3卷)
011002008##2787-96 四分律古逸疏
011002008001##2787 四分戒本疏食卷第一．第二．第三 3卷
011002008002##2788 律戒本疏 1卷
011002008003##2789 律戒本疏 1卷
011002008004##2790 律雜抄 1卷
011002008005##2791 宗四分比丘隨門要略行儀 1卷
011002008006##2792 毘尼心 1卷
011002008007##2793 三部律抄 1卷
011002008008##2794 律抄 1卷
011002008009##2795 四部律并論要用抄 2卷
011002008010##2796 律抄第三卷手決 1卷
011003##T45 律宗
011003001##1892-99 道宣著作
011003001001##1892 關中創立戒壇圖經(1卷)
011003001002##1893 淨心戒觀法(2卷)
011003001003##1894 釋門章服儀(1卷)
011003001004##1895 量處輕重儀(2卷)
011003001005##1896 釋門歸敬儀(2卷)
011003001006##1897 教誡新學比丘行護律儀(1卷)
011003001007##1898 律相感通傳(1卷)
011003001008##1899 中天竺舍衛國祇洹寺圖經(2卷)
011003002##1900 佛制比丘六物圖(1卷) 元照
011003003##1901-3 義淨著作
011003003001##1901 護命放生軌儀法(1卷)
011003003002##1902 受用三水要行法(1卷)
011003003003##1903 說罪要行法(1卷)
011003004##1904-5 拔合思巴集有部律典
011003004001##1904 根本說一切有部出家授近圓羯磨儀範(1卷)
011003004002##1905 根本說一切有部苾芻習學略法(1卷)
011003005##1906-7 菩薩戒持犯論
011003005001##1906 菩薩戒本宗要(1卷)
011003005002##1907 菩薩戒本持犯要記(1卷)
011003006##1908-10 大乘懺法
011003006001##1908 大乘六情懺悔(1卷)
011003006002##1909 慈悲道場懺法(10卷)
011003006003##1910 慈悲水懺法(3卷)
012##12 毗曇部類 T26b-29,41,85
012001##1536-42 六足論 T26b
012001001##1536 阿毘達磨集異門足論(20卷)
012001002##1537 阿毘達磨法蘊足論(12卷)
012001003##1538 施設論(7卷)
012001004##1539 阿毘達磨識身足論(16卷)
012001005##1540 阿毘達磨界身足論(3卷)
012001006##1541 眾事分阿毘曇論(12卷)
012001007##1542 阿毘達磨品類足論(18卷)
012002##1543-44 發智論 T26b
012002001##1543 阿毘曇八犍度論(30卷)
012002002##1544 阿毘達磨發智論(20卷)
012003##1545-47 毘婆沙論 T27-28
012003001##1545 阿毘達磨大毘婆沙論(200卷)
012003002##1546 阿毘曇毘婆沙論(60卷)
012003003##1547 鞞婆沙論(14卷)
012004##1548-57 毘婆沙綱要論 T28
012004001##1548 舍利弗阿毘曇論(30卷)
012004002##1549 尊婆須蜜菩薩所集論(10卷)
012004003##1550 阿毘曇心論(4卷)
012004004##1551 阿毘曇心論經(6卷)
012004005##1552 雜阿毘曇心論(11卷)
012004006##1553 阿毘曇甘露味論(2卷)
012004007##1554 入阿毘達磨論(2卷)
012004008##1555 五事毘婆沙論(2卷)
012004009##1556 薩婆多宗五事論(1卷)
